Numer RSPO,Nazwa,Kod terytorialny województwo,Kod terytorialny powiat,Kod terytorialny gmina,Kod terytorialny miejscowość,Kod terytorialny ulica,Województwo,Powiat,Gmina,Ulica,Numer budynku,Numer lokalu,Adres full,Kod pocztowy,Telefon,E-mail,Strona www,Publiczność status,Kategoria uczniów,Imię i nazwisko dyrektora,Liczba uczniów
24055,"PRZEDSZKOLE NIEPUBLICZNE ""PRZEDSZKOLNY-RAJ""",10,1061,1061029,957666,14886,ŁÓDZKIE,Łódź,Łódź-Bałuty,ul. Okopowa,6,,Łódź ul. Okopowa 6 ,91-843,426406255,przedszkolnyraj@interia.pl,www.przedszkolnyraj.pl,niepubliczna,Dzieci lub młodzież,MAŁGORZATA PACELT-FRĄCKIEWICZ,39
8936,"PRZEDSZKOLE NIEPUBLICZNE ""PRZYJACIELE KUBUSIA PUCHATKA""",22,2215,2215031,934984,6523,POMORSKIE,wejherowski,Wejherowo,ul. Harcerska,23A,,wejherowski ul. Harcerska 23A ,84-200,506117419,wejherowoppkp@gmail.com,www.ppkp.org,niepubliczna,Dzieci lub młodzież,MARTA DĘBIEC,100
263478,"PRZEDSZKOLE NIEPUBLICZNE ""PRZYJACIELE KUBUSIA""",14,1435,1435054,966470,17547,MAZOWIECKIE,wyszkowski,Wyszków,ul. Prosta,24,,wyszkowski ul. Prosta 24 ,07-202,696024666,justyna_lach@onet.pl,,niepubliczna,Dzieci lub młodzież,JUSTYNA KUCZYŃSKA,56
55111,"PRZEDSZKOLE NIEPUBLICZNE ""PRZYJACIELE PUCHATKA""",22,2204,2204042,169087,17390,POMORSKIE,gdański,Pruszcz Gdański,ul. Poziomkowa,11,,gdański ul. Poziomkowa 11 ,80-180,513184045,biuro@przyjaciele-puchatka.pl,www.przyjaciele-puchatka.pl,niepubliczna,Dzieci lub młodzież,ELŻBIETA SUCHECKA,53
264351,"PRZEDSZKOLE NIEPUBLICZNE ""PRZYJACIELE TUPTUSIA"" W JELENIEWIE",20,2012,2012032,759280,20683,PODLASKIE,suwalski,Jeleniewo,ul. Sportowa,1A,,suwalski ul. Sportowa 1A ,16-404,603961988,ankol1@op.pl,,niepubliczna,Dzieci lub młodzież,ANNA KOLENKIEWICZ,32
124938,"PRZEDSZKOLE NIEPUBLICZNE ""PRZYJACIELE Z PODWÓRKA"" W RZESZOWIE",18,1863,1863011,974133,23438,PODKARPACKIE,Rzeszów,Rzeszów,ul. Ustrzycka,114,,Rzeszów ul. Ustrzycka 114 ,35-504,792055441,wioladobrzanska@wp.pl,,niepubliczna,Dzieci lub młodzież,WIOLETTA DOBRZAŃSKA,18
482747,"PRZEDSZKOLE NIEPUBLICZNE ""PRZYSTAŃ'",4,461,461011,928363,19455,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Sambora,10,,Bydgoszcz ul. Sambora 10 ,85-459,501558000,centrum@juniorclub.com.pl,www.juniorclub.com.pl,niepubliczna,Dzieci lub młodzież,DARIA PIETRUSZA,5
22898,"PRZEDSZKOLE NIEPUBLICZNE ""PTYŚ""",30,3021,3021132,593997,8171,WIELKOPOLSKIE,poznański,Rokietnica,ul. Kasztanowa,4,,poznański ul. Kasztanowa 4 ,62-090,605408206,zapisy@przedszkoleptys.pl,przedszkoleptys.pl,niepubliczna,Dzieci lub młodzież,JOLANTA EFFENBERG,30
25909,"PRZEDSZKOLE NIEPUBLICZNE ""PUCHATEK""",16,1607,1607014,965341,1679,OPOLSKIE,nyski,Głuchołazy,ul. Bohaterów Warszawy,9,,nyski ul. Bohaterów Warszawy 9 ,48-340,774391339,pnpuchatek@interia.pl,,niepubliczna,Dzieci lub młodzież,BRYGIDA NOWAK,28
21563,"PRZEDSZKOLE NIEPUBLICZNE ""PUCHATEK""",4,461,461011,928363,17088,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Pomorska,79,,Bydgoszcz ul. Pomorska 79 ,85-046,523222703,puchatek.przedszkole@wp.pl,www.puchatekprzedszkole.pl,niepubliczna,Dzieci lub młodzież,KATARZYNA OSKWAREK,70
480904,"PRZEDSZKOLE NIEPUBLICZNE ""PUCHATEK""",16,1611,1611054,965915,8265,OPOLSKIE,strzelecki,Strzelce Opolskie,ul. Kazimierza Wielkiego,12,,strzelecki ul. Kazimierza Wielkiego 12 ,47-100,883964040,biuro@przedszkole-strzelce.pl,,niepubliczna,Dzieci lub młodzież,ALEKSANDRA BERLAK,34
16872,"PRZEDSZKOLE NIEPUBLICZNE ""PUCHATEK"" W BIAŁYMSTOKU",20,2061,2061011,922410,9066,PODLASKIE,Białystok,Białystok,ul. Komisji Edukacji Narodowej,3A,,Białystok ul. Komisji Edukacji Narodowej 3A ,15-687,571274571,biuro@klubpuchatka.pl,www.klubpuchatka.pl,niepubliczna,Dzieci lub młodzież,MARZENA STĘPIEŃ,17
58569,"PRZEDSZKOLE NIEPUBLICZNE ""PUCHATEK"" W NIEWODNICY KOŚCIELNEJ",20,2002,2002112,42814,9546,PODLASKIE,białostocki,Turośń Kościelna,ul. Kościelna,10,,białostocki ul. Kościelna 10 ,18-106,602780913,niewodnicapuchatek@gmail.com,,niepubliczna,Dzieci lub młodzież,TOMASZ MUSZYŃSKI,24
103740,"PRZEDSZKOLE NIEPUBLICZNE ""RACZEK""",4,463,463011,982724,17819,KUJAWSKO-POMORSKIE,Toruń,Toruń,ul. Przy Kaszowniku,7,,Toruń ul. Przy Kaszowniku 7 ,87-100,566231247,przedszkole@raczek.too.pl,,niepubliczna,Dzieci lub młodzież,EWA SZNYCER,53
25059,"PRZEDSZKOLE NIEPUBLICZNE ""RADOŚĆ"" - U. PACHNIK, P. PACHNIK, K. PACHNIK-WITKIEWICZ S.C.",4,461,461011,928363,13296,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Morska,1,,Bydgoszcz ul. Morska 1 ,85-722,523429315,przedszkole@radosc.com,www.radosc.com,niepubliczna,Dzieci lub młodzież,PAWEŁ PACHNIK,196
49712,"PRZEDSZKOLE NIEPUBLICZNE ""RADOŚĆ"" W OSTRÓDZIE",28,2815,2815011,964927,432,WARMIŃSKO-MAZURSKIE,ostródzki,Ostróda,ul. Armii Krajowej,5,,ostródzki ul. Armii Krajowej 5 ,14-100,896463909,radosc@przedszkole.ostroda.pl,,niepubliczna,Dzieci lub młodzież,DOROTA CZAPLEJEWICZ,107
271856,"PRZEDSZKOLE NIEPUBLICZNE ""RADOSNA AKADEMIA""",22,2205,2205085,177313,11270,POMORSKIE,kartuski,Żukowo,ul. Lotnicza,17,,kartuski ul. Lotnicza 17 ,80-297,576000419,radosna.akademia.miszewo@gmail.com,,niepubliczna,Dzieci lub młodzież,EWELINA JUDZIAK,55
11619,"PRZEDSZKOLE NIEPUBLICZNE ""RADOSNA CHATKA""",24,2473,2473011,942765,13726,ŚLĄSKIE,Rybnik,Rybnik,ul. Nacyńska,5,,Rybnik ul. Nacyńska 5 ,44-218,697143206,bozenawlodarska1978@gmail.com,www.radosnachatka.pl,niepubliczna,Dzieci lub młodzież,BOŻENA WŁODARSKA,8
83681,"PRZEDSZKOLE NIEPUBLICZNE ""RADOSNE PRZEDSZKOLE""",14,1465,1465168,988856,23466,MAZOWIECKIE,Warszawa,Wilanów,ul. Zygmunta Vogla,9,,Warszawa ul. Zygmunta Vogla 9 ,02-963,664134620,aneta.chociej@radosne-przedszkole.pl,www.radosne-przedszkole.pl,niepubliczna,Dzieci lub młodzież,ANETA CHOCIEJ,24
133333,"PRZEDSZKOLE NIEPUBLICZNE ""RADOSNE TUPTUSIE""",2,261,261011,935802,7029,DOLNOŚLĄSKIE,Jelenia Góra,Jelenia Góra,ul. Jagiellońska,26,E,Jelenia Góra ul. Jagiellońska 26 E,58-560,500078298,radosnetuptusie@interia.pl,,niepubliczna,Dzieci lub młodzież,DOROTA PODSIADŁO,22
264916,"PRZEDSZKOLE NIEPUBLICZNE ""RADOSNE""",2,223,223012,873490,22508,DOLNOŚLĄSKIE,wrocławski,Czernica,ul. Świerkowa,4,,wrocławski ul. Świerkowa 4 ,55-003,48669367457,klubradosnegobobasa@gmail.com,,niepubliczna,Dzieci lub młodzież,KATARZYNA PAWLIŃSKA,20
103981,"PRZEDSZKOLE NIEPUBLICZNE ""RADOSNY DELFINEK""",2,219,219011,984657,432,DOLNOŚLĄSKIE,świdnicki,Świdnica,ul. Armii Krajowej,10,,świdnicki ul. Armii Krajowej 10 ,58-100,667996464,przedszkole.radosnydelfinek@gmail.com,www.radosnydelfinek.pl,niepubliczna,Dzieci lub młodzież,Krystyna Orłowska,48
18496,"PRZEDSZKOLE NIEPUBLICZNE ""RADOSNY MALUCH""",32,3213,3213021,977410,5431,ZACHODNIOPOMORSKIE,sławieński,Sławno,ul. Gdańska,24,,sławieński ul. Gdańska 24 ,76-100,668380200,biuro@goldenamber.pl,,niepubliczna,Dzieci lub młodzież,Joanna Marcinkowska,63
133889,"PRZEDSZKOLE NIEPUBLICZNE ""RAJ KRASNALI""",14,1465,1465038,988796,22447,MAZOWIECKIE,Warszawa,Białołęka,ul. Światowida,58,"U1, U2","Warszawa ul. Światowida 58 U1, U2",03-144,517919831,kontakt@rajkrasnali.edu.pl,www.rajkrasnali.edu.pl,niepubliczna,Dzieci lub młodzież,MAGDALENA KRALCZYŃSKA-JAROSZ,27
106795,"PRZEDSZKOLE NIEPUBLICZNE ""RAZ DWA TRZY""",10,1061,1061029,957666,11218,ŁÓDZKIE,Łódź,Łódź-Bałuty,ul. Liściasta,4,8,Łódź ul. Liściasta 4 8,91-357,518619216,razdwatrzyprzedszkole3@gmail.com,,niepubliczna,Dzieci lub młodzież,AGNIESZKA ŁUCZYŃSKA-LASOTA,34
81076,"PRZEDSZKOLE NIEPUBLICZNE ""REKSIO""",4,403,403084,929552,1688,KUJAWSKO-POMORSKIE,bydgoski,Solec Kujawski,ul. Bohaterów Września,5,,bydgoski ul. Bohaterów Września 5 ,86-050,523871347,przedszkole.reksio@gmail.com,http://przedszkole-reksio.pl/,niepubliczna,Dzieci lub młodzież,MARIA KIEROŃSKA,147
49707,"PRZEDSZKOLE NIEPUBLICZNE ""REMIŚ"" W OSTRODZIE",28,2815,2815011,964927,32346,WARMIŃSKO-MAZURSKIE,ostródzki,Ostróda,os. Osiedle Młodych,7,,ostródzki os. Osiedle Młodych 7 ,14-100,896466974,p.remis@poczta.fm,,niepubliczna,Dzieci lub młodzież,RENATA JAREMA,95
481881,"PRZEDSZKOLE NIEPUBLICZNE ""SEKWOJA""",2,264,264069,986952,3868,DOLNOŚLĄSKIE,Wrocław,Wrocław-Śródmieście,ul. Romana Dmowskiego,"17 H, 17 I",,"Wrocław ul. Romana Dmowskiego 17 H, 17 I ",50-203,510191081,przedszkolesekwoja@gmail.com,,niepubliczna,Dzieci lub młodzież,ANETA RUŻYŁO,41
114723,"PRZEDSZKOLE NIEPUBLICZNE ""SENSO-SMYKI""",14,1465,1465038,988796,5602,MAZOWIECKIE,Warszawa,Białołęka,ul. Głębocka,82 A,,Warszawa ul. Głębocka 82 A ,03-287,602763001,lidziunia122@wp.pl,http://przedszkole-jagodki.pl/,niepubliczna,Dzieci lub młodzież,LIDIA BOGDAŃSKA,17
126692,"PRZEDSZKOLE NIEPUBLICZNE ""SERDUSZKO"" W BYDGOSZCZY",4,461,461011,928363,14330,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Nowa,17,,Bydgoszcz ul. Nowa 17 ,85-119,693470142,biuro@serduszko.edu.pl,www.serduszko.edu.pl,niepubliczna,Dzieci lub młodzież,MARTA MUZOLF,79
25235,"PRZEDSZKOLE NIEPUBLICZNE ""SEZAMKOWE""",4,461,461011,928363,13175,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Modrakowa,83,,Bydgoszcz ul. Modrakowa 83 ,85-864,513124554,sezamkowe1@gmail.com,https://przedszkolesezamkowe.pl,niepubliczna,Dzieci lub młodzież,ADRIANA PIETKIEWICZ,59
25349,"PRZEDSZKOLE NIEPUBLICZNE ""SEZAMKOWE"" NR 2",4,461,461011,928363,24628,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Wojska Polskiego,9,,Bydgoszcz ul. Wojska Polskiego 9 ,85-171,513124554,sezamkowe1@gmail.com,www.sezamkowe.com,niepubliczna,Dzieci lub młodzież,ADRIANA PIETKIEWICZ,57
30811,"PRZEDSZKOLE NIEPUBLICZNE ""SIEDEM DARÓW""",22,2214,2214011,934903,9572,POMORSKIE,tczewski,Tczew,ul. Kościuszki,18,,tczewski ul. Kościuszki 18 ,83-110,587776801,przedszkole7darow@interia.pl,www.siedemdarow.pl,niepubliczna,Dzieci lub młodzież,EWA SADOKIERSKA,163
121738,"PRZEDSZKOLE NIEPUBLICZNE ""SIGMA I PI"" MARIOLA BUJACZ W ŚWIDNIKU",6,617,617011,957146,9501,LUBELSKIE,świdnicki,Świdnik,ul. Kosynierów,17,,świdnicki ul. Kosynierów 17 ,21-040,787680620,przedszkole@sigmaipi.com,www.sigmaipi.com,niepubliczna,Dzieci lub młodzież,MARIOLA BUJACZ,56
128672,"PRZEDSZKOLE NIEPUBLICZNE ""SKAKANKA"" W WIELICZCE",12,1219,1219054,952232,19000,MAŁOPOLSKIE,wielicki,Wieliczka,ul. Różana,24,,wielicki ul. Różana 24 ,32-020,515013083,przedszkoleskakanka@wp.pl,www.przedszkoleskakanka.pl,niepubliczna,Dzieci lub młodzież,LUCYNA STRZĘPEK,17
84929,"PRZEDSZKOLE NIEPUBLICZNE ""SKARB MALUCHA""",14,1465,1465038,988796,28178,MAZOWIECKIE,Warszawa,Białołęka,ul. Skarbka z Gór,59D,,Warszawa ul. Skarbka z Gór 59D ,03-287,226142570,przedszkole59maluchy@gmail.com,www.skarbmalucha.pl,niepubliczna,Dzieci lub młodzież,ALEKSANDRA PACHOLAK,47
80545,"PRZEDSZKOLE NIEPUBLICZNE ""SKARBUSIE""",14,1465,1465078,918838,16995,MAZOWIECKIE,Warszawa,Praga-Południe,ul. Poligonowa,1,,Warszawa ul. Poligonowa 1 ,04-051,608643150,info@skarbusie.pl,www.skarbusie.pl,niepubliczna,Dzieci lub młodzież,IZABELA KOCHEL-ŁUKJANOW,36
113893,"PRZEDSZKOLE NIEPUBLICZNE ""SKRZAT""",12,1206,1206042,321069,2614,MAŁOPOLSKIE,krakowski,Jerzmanowice-Przeginia,ul. Centralna,52,,krakowski ul. Centralna 52 ,32-048,734835315,wkoruba@gmail.com,,niepubliczna,Dzieci lub młodzież,WANDA KORUBA,37
21697,"PRZEDSZKOLE NIEPUBLICZNE ""SKRZAT""",4,461,461011,928363,24369,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Wiosny Ludów,10,,Bydgoszcz ul. Wiosny Ludów 10 ,85-858,526368866,magdaredlinska@o2.pl,,niepubliczna,Dzieci lub młodzież,MAGDALENA REDLIŃSKA,124
132290,"PRZEDSZKOLE NIEPUBLICZNE ""SKRZAT"" IWONA WODZIŃSKA",14,1405,1405044,920380,14907,MAZOWIECKIE,grodziski,Grodzisk Mazowiecki,ul. Okrężna,108,,grodziski ul. Okrężna 108 ,05-825,504588557,skrzat.zlobek@gmail.com,,niepubliczna,Dzieci lub młodzież,IWONA WODZIŃSKA,44
4138,"PRZEDSZKOLE NIEPUBLICZNE ""SKRZAT"" W KOZIEGŁOWACH",30,3021,3021042,582048,10909,WIELKOPOLSKIE,poznański,Czerwonak,os. Leśne,23,L12,poznański os. Leśne 23 L12,62-028,604966972,skrzat@przedszkole-skrzat.eu,www.przedszkole-skrzat.eu,niepubliczna,Dzieci lub młodzież,Renata Wilusz,47
74371,"PRZEDSZKOLE NIEPUBLICZNE ""SKRZATY"" W CZERNEJ",2,201,201045,191490,,DOLNOŚLĄSKIE,bolesławiecki,Nowogrodziec,,52,,bolesławiecki  52 ,59-730,512312363,skrzaty52@wp.pl,,niepubliczna,Dzieci lub młodzież,BEATA ZAWROTNIAK,22
88402,"PRZEDSZKOLE NIEPUBLICZNE ""ŚLIMACZEK"" W ZIELONEJ GÓRZE",8,862,862011,988313,4766,LUBUSKIE,Zielona Góra,Zielona Góra,ul. Elektronowa,4,,Zielona Góra ul. Elektronowa 4 ,65-730,684582621,przedszkole@abcslimaczek.pl,www.slimaczek-przedszkole.pl,niepubliczna,Dzieci lub młodzież,WIOLETTA POŹNIAK-BARTKOWIAK,34
120249,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZKA"" W BIAŁYMSTOKU",20,2061,2061011,922410,37675,PODLASKIE,Białystok,Białystok,al. Aleja Jana Pawła II,59C,,Białystok al. Aleja Jana Pawła II 59C ,15-704,881240181,info@sloneczka.bialystok.pl,https://sloneczka.bialystok.pl/,niepubliczna,Dzieci lub młodzież,EMILIA SADOWSKA,12
49672,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZKO""",28,2805,2805011,977670,21614,WARMIŃSKO-MAZURSKIE,ełcki,Ełk,ul. Suwalska,44,,ełcki ul. Suwalska 44 ,19-300,876211039,PNSLONECZKO@OP.PL,sloneczko-elk.pl,niepubliczna,Dzieci lub młodzież,DOROTA STANISZEWSKA,68
129573,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZKO""",2,211,211011,954142,5962,DOLNOŚLĄSKIE,lubiński,Lubin,ul. Górnicza,2a,1,lubiński ul. Górnicza 2a 1,59-300,695874063,profiteam@interia.pl,,niepubliczna,Dzieci lub młodzież,ŁUKASZ NARBUT,130
126577,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZKO""",2,209,209062,365859,24628,DOLNOŚLĄSKIE,legnicki,Miłkowice,ul. Wojska Polskiego,34,,legnicki ul. Wojska Polskiego 34 ,59-222,784179290,przedszkole.milkowice@gmail.com,,niepubliczna,Dzieci lub młodzież,SONIA BAREŁKOWSKA,36
129969,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZKO""",14,1428,1428072,738533,,MAZOWIECKIE,sochaczewski,Sochaczew,,31 D,,sochaczewski  31 D ,96-500,695912818,pnsloneczko@onet.eu,www.pnsloneczko.pl,niepubliczna,Dzieci lub młodzież,Barbara Karbownik,50
49753,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZKO""",24,2466,2466011,940000,11907,ŚLĄSKIE,Gliwice,Gliwice,ul. Magnolii,1a,,Gliwice ul. Magnolii 1a ,44-152,322378667,pnsloneczko@tlen.pl,,niepubliczna,Dzieci lub młodzież,ALEKSANDRA JURECZKO,42
38475,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZKO"" JOLANTA JANCZUREWICZ, KRZYSZTOF JANCZUREWICZ S.C.",32,3215,3215011,950262,9276,ZACHODNIOPOMORSKIE,szczecinecki,Szczecinek,ul. Kopernika,16,,szczecinecki ul. Kopernika 16 ,78-400,943742310,przedszkole@sloneczko.org,www.sloneczko.org,niepubliczna,Dzieci lub młodzież,JOLANTA JANCZUREWICZ,124
103749,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZKO"" S.C.",4,463,463011,982724,9504,KUJAWSKO-POMORSKIE,Toruń,Toruń,ul. Kosynierów Kościuszkowskich,10,,Toruń ul. Kosynierów Kościuszkowskich 10 ,87-100,566486563,biuro@przedszkolesloneczko.com,www.przedszkolesloneczko.com,niepubliczna,Dzieci lub młodzież,LUCYNA JAROSZEWSKA,93
27926,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZKO"" W BYDGOSZCZY",4,461,461011,928363,8157,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Marcina Kasprzaka,7,,Bydgoszcz ul. Marcina Kasprzaka 7 ,85-317,523730757,przedszkole_sloneczko@vp.pl,www.przedszkolesloneczko.bydgoszcz.pl,niepubliczna,Dzieci lub młodzież,Jadwiga Falkowska,122
31190,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZNA JEDYNKA"" W GOLENIOWIE",32,3204,3204024,978929,9186,ZACHODNIOPOMORSKIE,goleniowski,Goleniów,ul. Marii Konopnickiej,10,,goleniowski ul. Marii Konopnickiej 10 ,72-100,914317129,przedszkole_goleniow@interia.pl,www.slonecznajedynka.pl,niepubliczna,Dzieci lub młodzież,Grażyna Lewandowska,70
71014,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZNA PIĄTKA"" W DZIERŻONIOWIE",2,202,202021,983988,22461,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,ul. Świdnicka,41,,dzierżoniowski ul. Świdnicka 41 ,58-200,748312912,slonecznapiatka@op.pl,www.slonecznapiatka.edupage.org,niepubliczna,Dzieci lub młodzież,EWA LISTOWSKA,40
84344,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZNA SZÓSTKA""",24,2475,2475011,943428,12081,ŚLĄSKIE,Sosnowiec,Sosnowiec,ul. Mariana Maliny,14a,,Sosnowiec ul. Mariana Maliny 14a ,41-200,322993989,szkola@zsp1.com.pl,www.zsp1.com.pl,niepubliczna,Dzieci lub młodzież,PRZEMYSŁAW NOWAK,16
16860,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZNE PRZEDSZKOLE"" W BIAŁYMSTOKU",20,2061,2061011,922410,5265,PODLASKIE,Białystok,Białystok,ul. Gajowa,108,,Białystok ul. Gajowa 108 ,15-794,784481750,sekretariat@sloneczneprzedszkole.eu,http://www.sloneczneprzedszkole.eu,niepubliczna,Dzieci lub młodzież,KATARZYNA LEWANDOWSKA,115
55093,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZNY DOMEK MAŁEGO ODKRYWCY"" W ROTMANCE",22,2204,2204042,169360,22508,POMORSKIE,gdański,Pruszcz Gdański,ul. Świerkowa,28,,gdański ul. Świerkowa 28 ,83-010,512825512,sloneczny-domek@wp.pl,https://sloneczny-domek.pl/,niepubliczna,Dzieci lub młodzież,DOMINIKA KNYSZYŃSKA,64
122228,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZNY PORANEK""",30,3022,3022055,375792,12489,WIELKOPOLSKIE,rawicki,Rawicz,ul. Jana Matejki,26,,rawicki ul. Jana Matejki 26 ,63-900,663970667,sloneczny_poranek@o2.pl,,niepubliczna,Dzieci lub młodzież,AGATA PRUCHNIK,30
272950,"PRZEDSZKOLE NIEPUBLICZNE ""SMERF 1""",14,1465,1465038,988796,22456,MAZOWIECKIE,Warszawa,Białołęka,ul. Świderska,143,,Warszawa ul. Świderska 143 ,03-128,501865855,m.kocielnik@przedszkolasmerf.pl,,niepubliczna,Dzieci lub młodzież,MARIUSZ KOCIELNIK,98
273999,"PRZEDSZKOLE NIEPUBLICZNE ""SMERF 2""",14,1465,1465038,988796,20707,MAZOWIECKIE,Warszawa,Białołęka,ul. Sprawna,9a,,Warszawa ul. Sprawna 9a ,03-147,501865855,m.kocielnik@przedszkolasmerf.pl,,niepubliczna,Dzieci lub młodzież,MARIUSZ KOCIELNIK,151
83286,"PRZEDSZKOLE NIEPUBLICZNE ""SMERF""",14,1465,1465038,988796,14732,MAZOWIECKIE,Warszawa,Białołęka,ul. Odkryta,41H,,Warszawa ul. Odkryta 41H ,03-140,228898086,m.kocielnik@przedszkolasmerf.pl,www.przedszkolasmerf.pl,niepubliczna,Dzieci lub młodzież,MARIUSZ KOCIELNIK,166
56258,"PRZEDSZKOLE NIEPUBLICZNE ""SMERFUŚ II""",4,410,410055,96980,19253,KUJAWSKO-POMORSKIE,nakielski,Szubin,ul. Rynek,20,,nakielski ul. Rynek 20 ,89-200,523840072,smerfusprzedszkole@gmail.com,www.rynarzewo.smerfus.eu,niepubliczna,Dzieci lub młodzież,MARZENA SZŁAPIŃSKA,49
129037,"PRZEDSZKOLE NIEPUBLICZNE ""SMERFUŚ""",4,402,402011,982954,11810,KUJAWSKO-POMORSKIE,brodnicki,Brodnica,ul. Ignacego Łyskowskiego,4A,,brodnicki ul. Ignacego Łyskowskiego 4A ,87-300,600500975,ewelina.dybich@onet.pl,www.smerfusbrodnica.pl,niepubliczna,Dzieci lub młodzież,EWELINA DYBICH,62
25073,"PRZEDSZKOLE NIEPUBLICZNE ""SMERFUŚ"" W BYDGOSZCZY",4,461,461011,928363,10050,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Kruszyńska,16,,Bydgoszcz ul. Kruszyńska 16 ,85-448,523722024,smerfusprzedszkole@gmail.pl,,niepubliczna,Dzieci lub młodzież,MARZENA SZŁAPIŃSKA,41
278928,"PRZEDSZKOLE NIEPUBLICZNE ""SMERFUŚ"" W STARGARDZIE",32,3214,3214011,979596,16494,ZACHODNIOPOMORSKIE,stargardzki,Stargard,ul. Płatnerzy,1,,stargardzki ul. Płatnerzy 1 ,73-110,696086174,,,niepubliczna,Dzieci lub młodzież,ANNA KUZAK,17
21110,"PRZEDSZKOLE NIEPUBLICZNE ""SMERFUŚ"" Z ODDZIAŁAMI NTEGRACYJNYMI",32,3214,3214011,979596,37219,ZACHODNIOPOMORSKIE,stargardzki,Stargard,ul. Czesława Niemena,3,,stargardzki ul. Czesława Niemena 3 ,73-110,696086174,anka33e@wp.pl,,niepubliczna,Dzieci lub młodzież,ANNA KUZAK,64
109985,"PRZEDSZKOLE NIEPUBLICZNE ""ŚMIESZEK""",28,2862,2862011,964465,11004,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,ul. Fryderyka Leyka,7,,Olsztyn ul. Fryderyka Leyka 7 ,10-690,502692931,biuro@smieszek.olsztyn.pl,www.smieszek.olsztyn.pl,niepubliczna,Dzieci lub młodzież,Justyna Kajdzik,113
132127,"PRZEDSZKOLE NIEPUBLICZNE ""SMYK""",14,1421,1421062,8065,24879,MAZOWIECKIE,pruszkowski,Raszyn,ul. Wschodnia,18,,pruszkowski ul. Wschodnia 18 ,05-090,609667619,smykraszyn@gmail.com,,niepubliczna,Dzieci lub młodzież,Dorota Kaczorowska,20
70113,"PRZEDSZKOLE NIEPUBLICZNE ""SMYK""",28,2813,2813044,977798,2120,WARMIŃSKO-MAZURSKIE,olecki,Olecko,ul. Broniewskiego,9,,olecki ul. Broniewskiego 9 ,19-400,694650282,smyk.olecko@gmail.com,www.smyk.olecko.pl,niepubliczna,Dzieci lub młodzież,ANETA GORLEWSKA,22
29530,"PRZEDSZKOLE NIEPUBLICZNE ""SMYK"" SP Z O.O.",4,407,407011,928989,11891,KUJAWSKO-POMORSKIE,inowrocławski,Inowrocław,ul. Magazynowa,23,,inowrocławski ul. Magazynowa 23 ,88-100,509907172,smykprzedszkole@wp.pl,http://smykprzedszkole.pl/,niepubliczna,Dzieci lub młodzież,DANUTA SOBIERAJSKA,44
264718,"PRZEDSZKOLE NIEPUBLICZNE ""SPEKTRUM"" Z ODDZIAŁAMI SPECJALNYMI W LUBLINIE",6,663,663011,954700,9316,LUBELSKIE,Lublin,Lublin,ul. Koralowa,10,U1,Lublin ul. Koralowa 10 U1,20-583,817107576,poczta@maligiganci.lublin.pl,,niepubliczna,Dzieci lub młodzież,MAŁGORZATA JUDA,11
129158,"PRZEDSZKOLE NIEPUBLICZNE ""SPORTOWA KRAINA""",14,1465,1465038,988796,28178,MAZOWIECKIE,Warszawa,Białołęka,ul. Skarbka z Gór,116c,,Warszawa ul. Skarbka z Gór 116c ,03-287,503617998,biuro@sportowakraina.edu.pl,,niepubliczna,Dzieci lub młodzież,Tomasz Walczak,59
120536,"PRZEDSZKOLE NIEPUBLICZNE ""SPORTUŚ""",30,3062,3062011,948667,26772,WIELKOPOLSKIE,Konin,Konin,ul. Zofii Urbanowskiej,9,,Konin ul. Zofii Urbanowskiej 9 ,62-500,500057221,przedszkole@sportus.konin.pl,www.przedszkolesportus.konin.pl,niepubliczna,Dzieci lub młodzież,JANUSZ LIPIŃSKI,88
